 Station; Location; Type; Method; Length; MEANr; MEDr; Year; Month
       1;      287;SR   ;EV     ;    287;  -0.2; -0.2; 1971;     6
       1;     3772;SR   ;EV     ;   3485;   0.5;  0.4; 1983;     1
       1;     4567;SR   ;CO     ;    795;  -0.5; -0.5; 1985;     5
       1;     6900;UR   ;EV     ;   2333;   0.7;  0.8; 1992;     2
       1;     8924;SC   ;EV     ;   2024;  -0.2; -0.2; 1998;    10
       2;      318;SR   ;EV     ;    318;  -0.1; -0.1; 1970;    11
       3;     6347;SR   ;EV     ;   6347;   0.6;  0.6; 1988;    10
       3;    10286;UR   ;EV     ;   3939;   0.6;  0.6; 2000;     4
       4;     2768;SR   ;EV     ;   2768;   0.1;  0.1; 1979;     1
       4;     3272;SR   ;EV     ;    504;  -0.1; -0.1; 1980;     5
       5;     9481;SR   ;EV     ;   9481;   0.1;  0.1; 1996;     5
       6;     8681;SC   ;CO     ;   8681;   0.5;  0.5; 2000;     2
       6;     9462;UR   ;EV     ;    781;  -0.7; -0.7; 2002;     4
       7;     2550;SC   ;EV     ;   2550;  -0.2; -0.2; 1976;    12
       7;     3931;SR   ;EV     ;   1381;  -0.1;  0.0; 1980;    10
       7;     8191;UR   ;CO     ;   4260;   0.6;  0.6; 1992;     6
       7;    13844;UR   ;CO     ;   5653;   0.6;  0.6; 2007;    11
       8;    13072;SC   ;EV     ;  13072;  -0.1; -0.1; 2008;     3
       9;     1004;SR   ;EV     ;   1004;   0.1;  0.1; 1972;    11
       9;    10373;UR   ;EV     ;   9369;  -0.5; -0.5; 1999;     8
       9;    11868;SC   ;EV     ;   1495;   0.1;  0.1; 2003;    11
       9;    12052;SC   ;EV     ;    184;   0.0;  0.0; 2004;     5
      10;     3656;SC   ;EV     ;   3656;  -0.1;  0.0; 1980;     2
      10;     4709;SR   ;EV     ;   1053;   0.3;  0.2; 1983;     1
      10;     5641;SR   ;EV     ;    932;  -0.2; -0.2; 1986;     1
      10;     7256;SR   ;EV     ;   1615;   0.3;  0.3; 1990;     6
      10;    13041;UR   ;CO     ;   5785;   0.1;  0.1; 2007;     4
      11;     1881;SR   ;CO     ;   1881;   1.5;  1.5; 1975;     2
      11;    10290;SR   ;EV     ;   8409;   0.0;  0.0; 1999;     3
      12;     1241;SC   ;CO     ;   1241;  -0.2; -0.2; 1973;     5
      12;     2642;SC   ;CO     ;   1401;   0.2;  0.2; 1977;     3
      12;     3496;SC   ;CO     ;    854;  -0.2; -0.2; 1979;     7
      12;     6061;SR   ;EV     ;   2565;  -1.7; -1.7; 1986;     8
      13;    10988;SR   ;CO     ;  10988;  -0.2; -0.2; 2000;     8
      14;     6812;SR   ;EV     ;   6812;  -0.1; -0.1; 1990;     4
      14;     9330;SR   ;EV     ;   2518;   0.1;  0.1; 1998;     3
      15;     3216;SR   ;CO     ;   3216;  -0.2; -0.2; 1979;     7
      16;      965;SC   ;EV     ;    965;   0.2;  0.1; 1972;     9
      16;     2359;SC   ;EV     ;   1394;   0.2;  0.2; 1976;    10
      16;     4409;UR   ;EV     ;   2050;  -0.7; -0.7; 1982;     7
      16;     4747;SR   ;EV     ;    338;  -0.1; -0.1; 1983;     6
      16;    11317;SC   ;EV     ;   6570;   0.1;  0.1; 2003;     6
      17;     1868;SR   ;CO     ;   1868;   0.4;  0.5; 1975;     2
      17;     4933;UR   ;CO     ;   3065;   0.1;  0.1; 1983;     7
      18;     6451;SR   ;EV     ;   6451;   0.2;  0.1; 1988;     2
      18;    13854;SC   ;EV     ;   7403;  -0.1; -0.1; 2008;     8
      19;    12532;SC   ;CO     ;  12532;   0.5;  0.5; 2005;     1
      20;     6311;SR   ;EV     ;   6311;   0.1;  0.1; 1987;     4
      20;     7506;SR   ;EV     ;   1195;  -0.1; -0.1; 1990;     7
      21;      399;SR   ;EV     ;    399;   0.2;  0.2; 1971;     2
      21;     5522;UR   ;CO     ;   5123;   0.1;  0.1; 1985;     4
      21;     9837;UR   ;CO     ;   4315;   0.1;  0.1; 1999;     8
      22;     4405;SR   ;EV     ;   4405;   0.4;  0.4; 1982;     2
      22;     8038;UR   ;EV     ;   3633;  -0.4; -0.4; 1992;     4
      22;     8505;SC   ;EV     ;    467;   0.2;  0.2; 1993;     7
      23;     5117;SR   ;EV     ;   5117;  -0.2; -0.2; 1984;     2
      23;     7600;SC   ;EV     ;   2483;   0.2;  0.2; 1990;    12
      23;    12621;SR   ;CO     ;   5021;   1.0;  1.0; 2005;    10
      24;     4543;UR   ;EV     ;   4543;  -0.4; -0.5; 1982;     7
      24;     5753;SR   ;CO     ;   1210;   1.3;  1.3; 1985;    12
      25;     2943;SC   ;EV     ;   2943;   0.2;  0.1; 1978;     1
      25;     4226;SR   ;EV     ;   1283;  -0.1;  0.0; 1981;     8
      25;     5935;UR   ;EV     ;   1709;  -0.1; -0.1; 1986;     4
      25;    11316;SC   ;EV     ;   5381;   0.1;  0.1; 2001;     8
      25;    12388;SC   ;EV     ;   1072;  -0.1; -0.1; 2004;    10
      26;      346;SC   ;EV     ;    346;  -0.1; -0.2; 1970;    12
      26;     3651;SC   ;CO     ;   3305;  -1.0; -1.0; 1980;     2
      26;     4879;SC   ;EV     ;   1228;   0.1;  0.1; 1983;     7
      26;     9371;UR   ;CO     ;   4492;   0.1;  0.1; 1996;    10
      26;    10197;SR   ;CO     ;    826;   0.9;  0.9; 1999;     3
      26;    14697;UR   ;CO     ;   4500;      ;     ; 2011;    12
      27;     2524;SR   ;EV     ;   2524;  -0.8; -0.9; 1977;     1
      27;     3963;SR   ;EV     ;   1439;   0.8;  0.9; 1981;     1
      27;     5700;UR   ;EV     ;   1737;   1.0;  1.0; 1985;    11
      27;     8662;SC   ;CO     ;   2962;  -1.0; -1.0; 1994;     7
      28;     1717;SR   ;EV     ;   1717;   0.6;  0.6; 1974;     9
      28;     2861;SC   ;EV     ;   1144;   0.1;  0.1; 1978;     1
      29;     4532;SC   ;CO     ;   4532;  -1.0; -1.0; 1982;    10
      29;     9970;SC   ;EV     ;   5438;   0.1;  0.1; 1998;     9
      29;    10744;SR   ;EV     ;    774;   1.1;  1.1; 2000;    11
      30;     2226;SC   ;EV     ;   2226;  -0.2; -0.1; 1980;     8
      30;     3607;SC   ;EV     ;   1381;  -0.1;  0.0; 1985;     3
      31;     5009;SR   ;EV     ;   5009;   0.1;  0.1; 1983;     9
      31;     8132;SR   ;CO     ;   3123;  -1.5; -1.5; 1992;     8
      31;    12774;SC   ;EV     ;   4642;   0.1;  0.1; 2005;    10
      32;      351;SC   ;CO     ;    351;   0.5;  0.5; 1970;    12
      32;     4116;UR   ;EV     ;   3765;  -0.3; -0.3; 1981;     5
      32;     6978;SR   ;EV     ;   2862;  -0.3; -0.3; 1989;     5
      32;    10837;SR   ;EV     ;   3859;   0.3;  0.3; 2004;     1
      33;     2971;UR   ;EV     ;   2971;  -0.3; -0.3; 1978;     2
      33;     9064;SR   ;EV     ;   6093;   0.4;  0.4; 1994;    10
      33;    10143;SR   ;EV     ;   1079;  -0.5; -0.5; 1997;    10
      33;    14290;SC   ;EV     ;   4147;   0.1;  0.1; 2009;     2
      34;    10171;SR   ;CO     ;  10171;  -1.5; -1.5; 1997;    11
      34;    10432;SC   ;CO     ;    261;   1.5;  1.5; 1998;     7
      35;     7093;SC   ;CO     ;   7093;   1.6;  1.5; 1989;     6
      35;    11744;UR   ;CO     ;   4651;   0.1;  0.1; 2002;     4
      36;      201;SR   ;CO     ;    201;  -1.0; -1.0; 1970;     7
      36;     1352;SC   ;EV     ;   1151;  -0.1; -0.1; 1973;     9
      37;     1542;SR   ;CO     ;   1542;  -0.5; -0.6; 1974;     4
      37;     2454;SC   ;CO     ;    912;  -1.5; -1.4; 1976;    10
      37;     4053;SC   ;EV     ;   1599;   0.2;  0.1; 1981;     3
      37;     5126;UR   ;CO     ;   1073;   0.1;  0.1; 1984;     2
      37;    10089;UR   ;CO     ;   4963;   0.1;  0.1; 2000;     9
      37;    12108;SC   ;CO     ;   2019;   0.5;  0.5; 2007;    10
      38;     2571;SC   ;EV     ;   2571;  -0.3; -0.2; 1977;     9
      38;     4663;SC   ;EV     ;   2092;  -0.1; -0.1; 1983;     7
      38;     8228;SR   ;CO     ;   3565;  -1.2; -1.2; 1993;    12
      38;    13036;SC   ;CO     ;   4808;   1.0;  1.0; 2007;     7
      39;     1009;SR   ;EV     ;   1009;   0.0; -0.1; 1972;    10
      39;     1759;SC   ;CO     ;    750;  -1.5; -1.5; 1974;    10
      39;     2415;SC   ;EV     ;    656;   0.1;  0.1; 1976;     8
      39;     4502;UR   ;EV     ;   2087;  -0.2; -0.2; 1982;     4
      40;    10080;UR   ;EV     ;  10080;   0.6;  0.7; 1998;    12
      40;    12081;SC   ;EV     ;   2001;  -0.1; -0.1; 2009;    10
      42;     1851;SR   ;CO     ;   1851;  -1.5; -1.5; 1975;     3
      42;     2583;SC   ;EV     ;    732;  -0.1; -0.1; 1977;     4
      42;    10121;SR   ;EV     ;   7538;   0.6;  0.6; 1998;     5
      43;     6823;SR   ;CO     ;   6823;  -0.7; -0.8; 1991;     2
      43;     8000;UR   ;EV     ;   1177;  -0.3; -0.3; 1994;     6
      43;     8781;SR   ;CO     ;    781;  -1.2; -1.2; 1996;    10
      43;    12285;SR   ;CO     ;   3504;   1.0;  1.0; 2007;     8
      44;     4817;UR   ;EV     ;   4817;  -2.9; -2.9; 1983;     3
      45;      755;SR   ;CO     ;    755;   0.2;  0.2; 1972;     1
      45;     1497;SC   ;EV     ;    742;  -0.3; -0.2; 1974;     2
      45;     5399;SC   ;EV     ;   3902;  -0.2; -0.1; 1985;     1
      45;     5926;SR   ;CO     ;    527;  -1.3; -1.3; 1986;     7
      46;      337;SC   ;EV     ;    337;   0.1;  0.0; 1971;     1
      46;     4050;SC   ;EV     ;   3713;  -0.1; -0.1; 1981;     3
      46;     5928;SR   ;CO     ;   1878;   0.8;  0.8; 1986;     5
      46;     9535;SR   ;EV     ;   3607;   0.1;  0.1; 1998;    10
      47;     4063;UR   ;EV     ;   4063;   0.4;  0.4; 1981;    12
      47;     7798;SR   ;EV     ;   3735;   0.1;  0.1; 1992;     4
      47;    10762;SC   ;EV     ;   2964;  -0.1; -0.1; 2000;     7
      48;      469;SR   ;EV     ;    469;   0.2;  0.2; 1971;     4
      49;    12580;SC   ;CO     ;  12580;   0.3;  0.3; 2005;     4
      51;     1169;SR   ;CO     ;   1169;   1.6;  1.5; 1973;     4
      51;     5701;UR   ;CO     ;   4532;   0.1;  0.1; 1986;     2
      52;     4515;SC   ;EV     ;   4515;  -0.1;  0.0; 1982;     5
      52;    10747;SC   ;EV     ;   6232;   0.1;  0.1; 1999;     9
      52;    13491;SC   ;CO     ;   2744;   1.0;  1.0; 2007;     5
      53;     2420;UR   ;EV     ;   2420;  -0.2; -0.2; 1976;     8
      53;     5046;SR   ;EV     ;   2626;   0.2;  0.1; 1983;    11
      53;     9949;SC   ;EV     ;   4903;  -0.1;  0.0; 1998;     4
      53;     9981;SC   ;CO     ;     32;   0.7;  0.7; 1998;     5
      54;     2365;SR   ;EV     ;   2365;   0.1;  0.1; 1976;     7
      54;     2654;SC   ;EV     ;    289;  -0.1;  0.0; 1977;     5
      54;     8563;SC   ;EV     ;   5909;  -0.2; -0.2; 1994;     5
      54;     9284;UR   ;CO     ;    721;   0.1;  0.1; 1996;     7
      54;     9840;SC   ;EV     ;    556;   0.2;  0.2; 1998;     2
      54;    14695;UR   ;CO     ;   4855;      ;     ; 2011;    12
      55;     5444;UR   ;EV     ;   5444;   0.0;  0.1; 1984;    12
      55;     7926;SC   ;CO     ;   2482;  -1.2; -1.3; 1992;     5
      55;    10209;SC   ;EV     ;   2283;  -0.3; -0.2; 2001;     3
      55;    13053;SR   ;EV     ;   2844;   0.1;  0.1; 2009;     8
      55;    13156;SR   ;CO     ;    103;   0.3;  0.3; 2009;    12
      56;     1133;SC   ;EV     ;   1133;  -0.2; -0.1; 1973;     2
      56;     9706;SC   ;EV     ;   8573;   0.4;  0.4; 1998;     8
      56;    11578;SR   ;CO     ;   1872;   0.2;  0.2; 2005;     4
      56;    14011;UR   ;CO     ;   2433;      ;     ; 2011;    12
      57;     2504;SC   ;EV     ;   2504;  -0.1; -0.1; 1978;     7
      57;     6173;SC   ;EV     ;   3669;   0.1;  0.1; 1989;     9
      57;     7304;SR   ;EV     ;   1131;  -0.1; -0.1; 1992;    11
      57;    10065;SC   ;EV     ;   2761;   0.1;  0.1; 2000;    11
      58;     7261;SC   ;CO     ;   7261;   1.0;  1.0; 1990;    12
      59;     5996;UR   ;EV     ;   5996;  -0.8; -0.8; 1986;     6
      59;    12796;SC   ;EV     ;   6800;   0.2;  0.2; 2005;     6
      59;    13573;SC   ;CO     ;    777;  -1.3; -1.3; 2007;     9
      60;     2463;SR   ;EV     ;   2463;  -0.1; -0.1; 1976;    10
      60;     7242;UR   ;EV     ;   4779;  -0.1;  0.0; 1991;     9
      60;     7386;SC   ;EV     ;    144;  -0.1; -0.2; 1992;     2
      60;     8410;SC   ;EV     ;   1024;   0.1;  0.0; 1995;     5
      60;     8420;SC   ;EV     ;     10;   0.1;  0.2; 1995;     5
      60;     9769;SR   ;EV     ;   1349;   0.1;  0.0; 1999;     7
      60;    10865;SR   ;CO     ;   1096;   0.8;  0.8; 2004;     9
      61;      471;SC   ;EV     ;    471;   0.1;  0.0; 1971;     4
      61;     6303;SC   ;EV     ;   5832;  -0.1;  0.0; 1987;     7
      61;     8822;SC   ;EV     ;   2519;  -0.1; -0.1; 1994;     8
      61;     9707;UR   ;EV     ;    885;  -0.5; -0.5; 1997;     5
      62;     7189;SC   ;EV     ;   7189;   0.1;  0.1; 1989;     9
      62;    10840;UR   ;EV     ;   3651;   0.6;  0.6; 1999;     9
      64;      936;SC   ;EV     ;    936;   0.2;  0.1; 1972;     7
      64;     1948;SC   ;EV     ;   1012;  -0.2; -0.2; 1975;     5
      64;     6339;SR   ;EV     ;   4391;   0.2;  0.2; 1987;     7
      64;     7594;UR   ;EV     ;   1255;  -0.3; -0.3; 1991;     2
      65;     4572;SC   ;EV     ;   4572;  -0.1;  0.0; 1983;     2
      65;     7176;UR   ;CO     ;   2604;   0.1;  0.0; 1991;     7
      65;    11675;UR   ;CO     ;   4499;   0.1;  0.1; 2004;     7
      65;    11770;SC   ;EV     ;     95;  -0.1; -0.1; 2004;    10
      66;      975;SC   ;EV     ;    975;   0.2;  0.2; 1972;     9
      66;     1070;UR   ;EV     ;     95;  -0.5; -0.6; 1972;    12
      66;     1440;SR   ;EV     ;    370;   0.2;  0.2; 1973;    12
      67;     3512;SR   ;EV     ;   3512;   0.5;  0.5; 1979;     8
      68;     4562;SR   ;EV     ;   4562;  -0.2; -0.1; 1982;     7
      68;    11331;SC   ;EV     ;   6769;   0.1;  0.0; 2001;     4
      69;     6572;SC   ;EV     ;   6572;   0.2;  0.2; 1988;     7
      69;     7203;SC   ;EV     ;    631;  -0.1; -0.1; 1990;     4
      71;     2440;SR   ;CO     ;   2440;   1.2;  1.2; 1976;    10
      71;     7184;SR   ;EV     ;   4744;   0.2;  0.2; 1990;    12
      71;     8416;SC   ;EV     ;   1232;  -0.2; -0.2; 1994;     7
      72;     1125;SR   ;EV     ;   1125;  -0.3; -0.3; 1973;     3
      72;     4126;SC   ;EV     ;   3001;   0.1;  0.1; 1981;     6
      72;     4213;SC   ;CO     ;     87;   1.4;  1.5; 1981;     9
      72;    10221;UR   ;EV     ;   6008;  -0.8; -0.8; 1998;     9
      72;    13487;SC   ;EV     ;   3266;   0.0;  0.0; 2008;     4
      73;     2119;SR   ;EV     ;   2119;  -0.1; -0.1; 1975;    12
      73;     7264;UR   ;EV     ;   5145;   0.4;  0.4; 1990;     4
      73;     9352;SR   ;EV     ;   2088;   0.1;  0.1; 1996;     3
      73;     9889;SC   ;CO     ;    537;   1.5;  1.5; 1997;     9
      74;     2284;SR   ;EV     ;   2284;  -0.1; -0.1; 1976;     5
      74;     4377;SC   ;EV     ;   2093;   0.1;  0.1; 1982;     8
      74;     6234;SC   ;EV     ;   1857;  -0.1;  0.0; 1988;     2
      74;    11039;UR   ;CO     ;   4805;   0.1;  0.0; 2001;     9
      74;    14640;UR   ;CO     ;   3601;      ;     ; 2011;    12
      75;      471;SR   ;EV     ;    471;   0.4;  0.4; 1971;     8
      75;     2139;SC   ;EV     ;   1668;   0.1;  0.1; 1976;     8
      75;     8369;SC   ;EV     ;   6230;  -0.1; -0.1; 1998;     3
      75;     8995;SR   ;CO     ;    626;  -0.5; -0.5; 2002;     3
      75;     9114;SC   ;CO     ;    119;   0.5;  0.5; 2002;     8
      75;    11073;SC   ;CO     ;   1959;  -0.5; -0.5; 2009;     5
      76;     2426;SC   ;EV     ;   2426;   0.1;  0.1; 1976;     8
      76;     6479;UR   ;CO     ;   4053;   0.1;  0.0; 1987;     9
      76;     8427;SC   ;EV     ;   1948;   0.1;  0.1; 1993;     1
      76;    11081;SR   ;EV     ;   2654;  -0.2; -0.1; 2000;     5
      76;    12172;SC   ;EV     ;   1091;   0.2;  0.1; 2003;     5
      76;    12358;SR   ;EV     ;    186;   0.0;  0.1; 2003;    11
      76;    12980;SC   ;EV     ;    622;  -0.1; -0.1; 2005;     7
      77;    10964;SC   ;CO     ;  10964;  -0.5; -0.5; 2000;     1
      78;      717;SC   ;CO     ;    717;   1.3;  1.3; 1971;    12
      78;     4337;SC   ;EV     ;   3620;   0.1;  0.1; 1981;    12
      78;     9836;SC   ;EV     ;   5499;   0.2;  0.2; 1997;     2
      78;    12148;UR   ;EV     ;   2312;  -0.2; -0.2; 2003;    10
      79;    14378;SR   ;CO     ;  14378;  -1.0; -1.0; 2009;     5
      80;     1055;SC   ;EV     ;   1055;  -0.1; -0.1; 1972;    12
      80;     3704;SR   ;EV     ;   2649;   0.0;  0.1; 1980;     9
      80;     4957;UR   ;EV     ;   1253;   0.2;  0.1; 1984;     3
      80;     9085;SC   ;CO     ;   4128;  -1.5; -1.5; 1995;    11
      80;    10222;UR   ;EV     ;   1137;   0.0;  0.1; 1999;     1
      80;    11497;SC   ;CO     ;   1275;  -0.8; -0.8; 2002;     8
      81;     1084;UR   ;CO     ;   1084;   0.1;  0.1; 1973;     5
      81;     9051;SC   ;EV     ;   7967;  -0.1; -0.1; 1995;     9
      81;    11202;SR   ;EV     ;   2151;   0.2;  0.2; 2001;     8
      81;    12582;SC   ;CO     ;   1380;  -1.0; -1.0; 2005;     7
      82;      871;SR   ;EV     ;    871;  -0.1; -0.1; 1972;     5
      82;     2919;SR   ;EV     ;   2048;   0.3;  0.3; 1978;     1
      82;     3244;SC   ;EV     ;    325;  -0.3; -0.2; 1978;    11
      82;     5472;SR   ;EV     ;   2228;  -0.1; -0.1; 1985;     5
      82;     9431;SC   ;CO     ;   3959;  -0.2; -0.2; 1996;     7
      82;    10798;UR   ;CO     ;   1367;   0.1;  0.0; 2000;     5
      82;    14492;UR   ;CO     ;   3694;      ;     ; 2011;    12
      83;     1891;UR   ;EV     ;   1891;   0.3;  0.3; 1975;     5
      83;     7363;UR   ;EV     ;   5472;   0.0;  0.1; 1991;    12
      83;    12058;SR   ;CO     ;   4695;   0.7;  0.7; 2005;    12
      84;     5758;SC   ;EV     ;   5758;   0.2;  0.1; 1985;    10
      84;     6074;UR   ;EV     ;    316;   0.2;  0.2; 1986;     8
      85;      426;SC   ;EV     ;    426;   0.1;  0.1; 1971;     3
      85;     3769;UR   ;EV     ;   3343;  -0.3; -0.3; 1980;     5
      86;       26;SR   ;EV     ;     26;  -0.1; -0.1; 1970;     1
      86;    12068;SC   ;EV     ;  12042;  -0.1; -0.1; 2003;     6
      87;      979;SR   ;CO     ;    979;  -1.3; -1.2; 1972;     9
      87;     6805;SR   ;EV     ;   5826;   0.1;  0.1; 1989;     7
      87;     8400;UR   ;CO     ;   1595;   0.3;  0.3; 1993;    12
      87;    12029;SC   ;CO     ;   3629;   1.9;  1.9; 2004;     1
      87;    13639;SR   ;CO     ;   1610;  -0.3; -0.3; 2008;    12
      87;    14014;UR   ;CO     ;    375;   0.1;  0.1; 2009;    12
      88;     2480;UR   ;EV     ;   2480;  -0.5; -0.4; 1976;    10
      88;     5710;SC   ;EV     ;   3230;   0.1;  0.1; 1985;     9
      88;     7409;SR   ;EV     ;   1699;   0.2;  0.1; 1990;     5
      88;    13224;SC   ;EV     ;   5815;  -0.1; -0.1; 2006;     6
      89;     3995;UR   ;CO     ;   3995;   0.1;  0.1; 1981;     4
      89;     7155;UR   ;CO     ;   3160;   0.1;  0.1; 1992;    12
      89;     9351;SC   ;EV     ;   2196;   0.1;  0.1; 1999;     3
      90;    13294;SR   ;EV     ;  13294;   0.2;  0.2; 2007;     6
      91;     2839;UR   ;CO     ;   2839;   0.1;  0.1; 1977;    10
      91;     6902;UR   ;CO     ;   4063;   0.1;  0.0; 1988;    12
      91;    10516;SC   ;EV     ;   3614;   0.1;  0.2; 2008;     4
      91;    10662;SR   ;CO     ;    146;   1.2;  1.2; 2008;     9
      92;     5639;SC   ;EV     ;   5639;   0.1;  0.2; 1985;     6
      92;     8387;SC   ;EV     ;   2748;   0.1;  0.0; 1992;    12
      92;     9612;UR   ;EV     ;   1225;  -1.2; -1.2; 1996;     4
      92;    12595;SR   ;EV     ;   2983;   0.1;  0.1; 2004;     6
      92;    15334;UR   ;EV     ;   2739;      ;     ; 2011;    12
