 Station; Location; Type; Method; Length; MEANr; MEDr; Year; Month
       1;      840;SC   ;EV     ;    840;  -0.2; -0.1; 1972;     4
       1;     5655;SR   ;CO     ;   4815;  -0.7; -0.7; 1985;     7
       1;    11081;SR   ;EV     ;   5426;  -0.1; -0.1; 2001;    12
       1;    12488;SC   ;EV     ;   1407;   0.1;  0.1; 2006;     2
       2;     7256;SR   ;CO     ;   7256;   0.7;  0.7; 1990;     7
       3;     4844;SR   ;EV     ;   4844;  -0.1; -0.1; 1984;     7
       3;     6489;SC   ;EV     ;   1645;   0.1;  0.1; 1989;    12
       4;     2778;SR   ;CO     ;   2778;  -1.5; -1.6; 1977;    10
       4;     4538;SR   ;CO     ;   1760;   0.5;  0.6; 1982;    10
       4;     8580;SC   ;CO     ;   4042;   0.8;  0.7; 1997;     9
       4;    10205;SR   ;EV     ;   1625;  -0.1; -0.1; 2002;     6
       4;    11644;SC   ;EV     ;   1439;   0.1;  0.1; 2006;     9
       5;      372;SC   ;EV     ;    372;   0.0;  0.0; 1971;     1
       6;     1481;SR   ;EV     ;   1481;  -0.1; -0.1; 1974;     1
       6;     2828;SC   ;EV     ;   1347;   0.1;  0.1; 1977;     9
       6;     4911;SC   ;CO     ;   2083;  -0.2; -0.2; 1983;     6
       6;     5675;SC   ;EV     ;    764;   0.2;  0.1; 1985;     7
       6;    10646;SC   ;CO     ;   4971;   1.0;  1.0; 1999;     2
       6;    13992;SC   ;EV     ;   3346;  -0.2; -0.1; 2008;     4
       7;      510;SC   ;EV     ;    510;  -0.1;  0.0; 1971;     5
       7;     4791;SC   ;EV     ;   4281;   0.0; -0.1; 1983;     7
       7;     6358;SC   ;EV     ;   1567;   0.1;  0.1; 1987;    12
       8;     2772;SR   ;EV     ;   2772;  -0.1; -0.1; 1979;     9
       8;     4488;SC   ;EV     ;   1716;   0.1;  0.1; 1985;    12
       9;     6424;SR   ;EV     ;   6424;  -0.1; -0.1; 1988;     8
